text,label
I believe another Leader will arise but it is going to get as lot worse beforehand .,noHate
Will they ever learn ??? 16,noHate
A certain Person would want to shut his mouth that Person going on about stuff from 1930 had no right to post that information.Leo would not be impressedwww.muslimsout.org,noHate
http://www.youtube.com/watch ? v = 0Ljpk ... elated & search =,noHate
You got that right in one go.Lets hope he gets well soon and on his way home If you do n't have these apes in your great Country then count your blessings,hate
Typical i suppose in the eyes of the law he is just another tourist beaten on sydneys streets oh yeah and we all know if it was a poor black fella bashed it would be on the news for weeks on end and mr whitey would be branded a big bad evil racist,hate
"I registered to make comment but there appear to have a critical error , o dear .",hate
"They sound so naive , when will they learn that these people do not want to intergrate just accumulate .",hate
did anyone go to this last night ?,noHate
Soccer is the black mans game as they are so many of them playing soccer in poportion to whites .,noHate
"Anyone in Ireland who has got some flags please say where you got them , because I want some too .",noHate
"I suggest you go away and get an education , New Grange , built in 3200bc is the oldest building in Europe .",noHate
2508,noHate
"Uh oh , looks like the mods are all away on summer vacation Are any of those anti-leftist comments by you guys ? living in America , this board is starting to give me hope !",noHate
"Yeah, Hell on earth .",noHate
I feel like I should pull out my passport when I want into walmart with all the * * * * ing pakis and * * * * in there,hate
My son will be scheduled to have his first assesment around September sometime .,noHate
Looks like some Jews good broken into their car and garage I just had to laugh when saw this .,hate
Police investigating hate crime at Toronto home | CTV Toronto News,noHate
"It would be far from the first time jews come up with a fake hate crimes and besides all they do in general , so they 're guilty until proven innocent .",hate
Conservative and white .,noHate
ANTI WHITE WATCH,hate
"Go to any major retail mall , the Kitchener farmers market , etc , and its absolutely teeming with non whites ( asians , blacks , hispanics , muslims of all colours , and God knows what else ) and race mixers , and yes I hate to say this but from what I saw the other day many more white women doing the race mixing than white men .",hate
I am reminded of a quote I heard from a fellow white nationalist said that you do not clean up a pile of * * * * while being in the middle of it .,hate
Meanwhile back in their ancestral homelands their races are and will always remain the overwhelming majority .,noHate
I saw a white person in Scarborough once .,noHate
We stopped and looked at each other like `` WTF ??!,noHate
"Here is where she was going to be out on the streets , last year : https : //www.stormfront.org/forum/t1008885/",noHate
Any NS government that has them views are dangerous to their own people because they would decide who is worthy and unworthy and would make them king maker to decide that .,noHate
"Never know , they could find you or me or anyone else undesirable in their eyes .",noHate
"You may aswell start up a party called British Racist Party , the word fascist is deemed as bad if not worse .",noHate
"They are no better than their daughters , they should have disowned them instead of parading a kid around town that looks nothing like them .",hate
In this text there is a table of how they are going to destroy our culture and implement their communist state .,noHate
"When I first saw this advertised it cracked me up , the fact that the white kid was made to look like an antagonist also just added to the laughs",noHate
"sounds just like leicester mate ... still what about our porr comrades that live in brighton , when there look out there window , there see the sight of 50 thousand queers there all strtting there * * * * on the street",hate
I wonder how they 'll paint them up plus the 1million or more illegals who are working in the service industry living in their bosses ' cupboards .,hate
Send me your phone # I 'll call you when u I land in heathrow I 'm just gonna leave all of my money and all improvements I 've made here .,noHate
"A lurker from Down Under , a grandson of a royal marine green beret whom stormed Normandy and served in the pacific .",noHate
Just saying .,noHate
How about sticking the word hate on the police report and get the sentence quadrupled ?,noHate
"Liberals change the facts to fit their deluded narrative , intelligent people change the narrative to fit the facts .",hate
Thank you Reaction65 ..,noHate
Cheers,noHate
"Welcome to Fritz Klingingberg , loyaldefender , c13 and anyone else who may have started posting recently .",noHate
I hope you all stick around on SF and become involved/stay involved with nationalist politics .,noHate
I was trying to find out if the Egyptians were white or not and my search brought me to a thread on this site .,noHate
You 're bang on .,noHate
Will someone kindly tell me how to enter my signature ?,noHate
"Was walking through tooting broadway in SW London a couple of weeks ago .... was the only white dude around and all I could see was nigs and pakis walking down the street spitting , made me feel ill !",hate
Kurds in Berlin : Germany : Watch thousands of Kurdish protesters rally in Berlin - YouTube and Hamburg : Germany : See Hamburg SWAMPED in anti-IS global action day - YouTube Munich : Zwei Zwillings-Paare kommen munter und gesund zur Welt - MÃ 1\/4 nchen - Bild.de,noHate
"If I was Ukrainian , I 'd sign a pact with devil himself to get rid of jewdo-islam Putinistan AKA Russian Federation ....",hate
"So it 's not enough Professor Ratajczak 's life was destroyed when he was fired , some filthy desert rat from Israel still had to go kill him ?",hate
Typical .,noHate
Other shooting at protester Shooting to people in Kiev / ???????? ?? ???????????? ? ?????,noHate
One day when true people come to power in italy they will have to go back where they came from ! Italy to Italians !!,hate
"That's vile , but I ca n't say it 's a big shock , their culture seems to glorify that sort of behaviour ...",hate
There are lot 's of asiatic people besides turks .,noHate
Haha Doze gangstaas don kno sheeeeiit bout pimpin,noHate
My friend Mar with nice blue-eyed cat .,noHate
I believe Bound for Glory is an Oi band similar to Rahowa or Skrewdriver .,noHate
Someone can correct me if I 'm wrong,noHate
Just badly spelt like everything else in Holland ?,noHate
j A friend of mine had a new car and brought it to jiffy lube and they forgot to put oil in it .,noHate
8000 $ later ( paid for byJiffylube ) his car was as good as new .,noHate
"Very nice I have a problem with clutter in my room , I would need to throw a hell of a lot out to make mine over but good job",noHate
"As I have say , they do not think their acts as humans do .",noHate
"hi read your post and my name is james from australia , and would like to well write to such a pleasent person as yourself have a nice day !",noHate
Wanna talk im or pm me,noHate
"hey, im from manhattan. its really rough havin beliefs like us and living in a city like new york. if anybody would like to meet or talk to a white nationalist , neo-confederate , klansman , teenager from manhattan , just email me sk8terxxl@aol.com",noHate
Hail!Im just looking for like minded white brothers and sisters from arond my area to meet or anyone else for that matter.Hope to hear from you .,noHate
"I'm looking for a white enchanting girl , That I can have by my side , . through the thick filth that us americans go through and the best of times aswell .",hate
I would say bro since no one responded thats not a good sign hehehe Talk to you soon and I hope your brother is doing good !,noHate
I guess they would not want to offend an ape .,hate
Hell I 'd rather clean a dozen tiolets a day then have to walk into a bathroom and see some mongrel standing there with a mop giving me a glassy-eyed stare .,hate
My * specialty * is network security .,noHate
Yea thanks for the information as I said in my P.M I actully knew nothing of the squatting movement back then and always thought that in modern times it had always been the preserve of small groups of extreme anarchists .,noHate
I'm in LA .,noHate
Please message me .,noHate
If only they had cheap cameras you could hide in your baseball cap .,noHate
It is hate if we disagree with this ethnic scum and no hate crime if they attack us .,hate
i need to know if any whites lives in the La Mirada area i just moved there and i dont know anyone .,noHate
Sometimes when a person dyes their hair black it looks very strange .,noHate
"Sadly, I think the government would step in if we tried to stop the lesser races from moving into our land .",hate
Some places to look up jobs ..,noHate
http://kalispell.craigslist.orghttp://www.mountaintrader.com/http://www2.dailyinterlake.com/classifieds/,noHate
I've been through Utah once .,noHate
Burlington Coat Factory Hiring For New Store in Conroe | Houston 's Hiring | a Chron.com blog lots more to check out .,noHate
Temp agency in Conroe .,noHate
Call ( 281 ) -973-0420 now !,noHate
"A good solution is that we make a good famous news program where we can show this kind of things , but that 's nearly impossible ..",noHate
Actually Monkeys and Apes are more noble creatures and rarely act violent it really is unfare to the Monkeys and Apes to be compared with subhuman Negroids who are by contrast very murderous .,hate
I wonder if I should jackhammer a vault into my foundation ?,noHate
Hopefully they will leave YT alone and just deal with the Nigerians when they start chimping out in the streets .,hate
"It 's plainly there , all you need to do is act on it .",noHate
CF,noHate
"Actually, it 's not us who 's killing them ... it 's they who are killing us .",hate
Do n't make me start copy and pasting DOJ statistics .,noHate
What a way to say `` hi '' !,noHate
"ha, I just made this. but my point is , I suggest something with an American theme to it to make it our own .",noHate
"Organize and take action. you have other whites around you , bring them together .",noHate
"To this date , none of Dr. Martin L King 's children have had children of their own .",noHate
They have all put their careers first .,noHate
I know people have posted this link on StormFront before but I think this is one of the easiest ways to become involved .,noHate
"As others have pointed out , it 's a great slogan .",noHate
Of course White race tend to be the smartest race and many of your nonwhites are either just too stupid to acknowledge that or just want to make use of your nonwhite stupidity to cause more misery to us who wish to seek the truth .,hate
I ca n't wait to move to an area where I can be surrounded by racist white folks with guns .,noHate
If half White non negro and Jew are Pro White and do n't reproduce then they are ok .,hate
"Eyes Wide Open , Just saw this link posted elsewhere and thought it relating to what you said .",noHate
Something must be done to halt this terrible wave of immigrants entering Britain .,hate
If it continues England will become a cesspool of sh * * pardon my English,hate
Why not just kick out all those Africans ?,hate
I understand this post is depressing .,noHate
More Whites would March in a Black Pride march than a White one .,noHate
No instead we will pump whitey full of chemicals via the food chain to reduce their collective IQ down to the level of blacks .,hate
Then we will create a Marxist style school system to further dumb them down and reduce them to obedient global citizens .,hate
Then we can all live in a global utopia with the Jew running the show - cant wait Nothing short of a brain transplant is going to raise a Negroes IQ .,hate
"It is important for people to realize that gays want gay marriage ..... not because they desire some sort of government paperwork , but because they are seeking the right to adopt defenseless children .",hate
"Hilarious bit of irony there , seeing as many whites had blacks do all the hard stuff for them for the first hundred years of the US or so , for FREE .",noHate
So you use the jew run media brainwashing service to give credit to soo few black people ?,hate
FBI ?,noHate
Homepage < < Go and check out what your homies are up too .,noHate
Virtually all of those rapes are committed by non-whites .,noHate
Discuss.,noHate
Are you often sometimes jealous of other people and wish to have their life style even if it meant switching to a different race ?,noHate
"In all likelyhood , it 's jews painting the road of skank for her to follow .",hate
I really hope she overdoses or something .,noHate
I think they 're not White and dont belong in White nations .,noHate
We knew that these structures were built by sub-saharan blacks in the same way we knew that the civilization Greek and Romanian built by white Europeans .,noHate
Character means more than intelligence .,noHate
Wolves and dogs have been living on this planet for thousands of years because they work together .,noHate
"If 100 stupid people were all alone in some forest but they had honor and were willing to work together , they can create a civilization or form some type of hierarchy .",noHate
You see a ripped guy like that and wonder why that sexy type of woman would n't go out with internet warrior nerds like you ?,noHate
This is completely disgusting ... How can we continue to house these people who have complete contempt for us and all our laws and customs ?,hate
German Knight symbols for my company WarChief - the Academy of Unconventional Warfare .,noHate
Tell that scumbag teacher if the jews in Israel should become a miniority or be taken over by arabs .,noHate
Lets see what he says .,noHate
This is crazy .,noHate
"According to a lawyer , it is not a good idea to file online .",noHate
"I hope so , but I would still like to thank you Day of Vengeance for bringing up to my attention the issue mentioned above Thank you for caring Day of Vengeance .",noHate
I know she was white though,noHate
Campbell 's Biology and Wade 's organic chemistry for example .,noHate
It really pisses of the liberal leftist,hate
Thanks for coming,noHate
"It wo n't be long until Jewish groups like ADL , SPLC , Simon Wiesenthal Center and Search light are applying big pressure to have these videos censored .",noHate
I have a .40 sub compact and a .40 XDM .,noHate
yes there is a KKK in Canada you have to be invited to get in .,noHate
A simple lack of judgement caused this .,noHate
"I never really thought about it before but I guess bicycling is primarily a white activity , kind of like sunbathing , going swimming , playing golf , tennis , attending a social function without a brawl taking place , not smelling like a wild animal in the locker room after a hard workout , and speaking proper English .",hate
"I have multiple sources of spark in my kit - stormproof matches , plain matchs , magnesium / steel .",noHate
A lot of white women are trying to create danger by drawing these other people into our countries .,hate
Well It would me more uplifting if people threw themselves headfirst behind racial loyalty and make the individual sacrifice for the group but that is up to the individual to make that decision .,noHate
People in Europe have nothing .,noHate
Use your guns to fight for THE WHITE RACE !!,noHate
"And theres a good chance these children will end up race mixing back into the white gene pool , mongrelizing our race .",hate
If Canada was small the nonwhites would be everywhere but so many whites live rurally or in small towns so they do n't see the racial disaster unfolding on Canada .,hate
I still have bottle cages on most of my bikes .,noHate
I put sports drinks in them on longer rides and keep water in the Camelback .,noHate
You've walked right into it again .,noHate
"Wieghtlifting and martial arts , I used to fish a hell of a lot when I was younger with my grandfather aswell as going shooting - need to get back to it ...",noHate
it makes me so happy to see all of these familes. it gives me more hope than ever that our race will live on forever .,noHate
"Oh, you 'd better believe they do .",noHate
As do blacks .,noHate
Whites wo n't exist in Canada anymore they all have left or mixed themselves away basically leaving Canada to become a large ghetto,hate
My earliest known paternal ancestor was a Norman knight who sent two sons across the Channel in 1066 .,noHate
The Bible is the only true source for end times information and anything else is just human speculation,noHate
You have to defend yourself with riots happening across the country and invaders flooding across our borders .,hate
California has gotten so weak i was in the marine corps for years i cant believe how wussed out they are the same place i went to boot camp in 1981 i fired everything they had but could n't drink beer off the base ..... San Diego is gorgeous tho,noHate
It does look good .,noHate
I just turn up the sound and I can work and listen .,noHate
"There is always the International Oil Patch , we know there is no Drugs , Booze , or Hookers there , and a different Country every few weeks Get your Divorce early , everyone gets one two to a customer .",noHate
In many countries the Jew/white liberal will throw you in jail for longer than a murderer for denying their `` evidence '' !,hate
Love how the ape loses so starts going on about how he 's going to shoot him .,hate
What a cowardly cretin he is .,noHate
"Yes, there some real GOOD places to live .",noHate
VÃ ¡ clav NeckÃ ¡ Å & Karel Å * tÄ drÃ 1\/2 & Marta KubiÅ ¡ ovÃ ¡ - Dary nesem ( 1968 ) - YouTube,noHate
I know somebody who wants to perhaps move to Alberta but is wondering if they have the homo agenda in the schools there .,hate
"Firestorm of Star Birth in Galaxy Centaurus A Resembling looming rain clouds on a stormy day , dark lanes of dust crisscross the giant elliptical galaxy Centaurus A.",noHate
"What is worse , is the fact that they are allowed to bring their violent chaos to our beloved homelands , and contaminate the minds of our children !",noHate
I have n't been to a gun show in years .,noHate
Hmmmm. not a fan of the Hydroshok round .,noHate
I saw a few video tests of them somewhere ........,noHate
Let me see if I can find them for you .,noHate
Because the bread starts off all pure and white but once toasted it is a dark brown shade and is dry and hard and doesnt taste like bread at all ?,noHate
Cool.,noHate
"But from what i have seen of the UFC lately , there are many whites dominating their division or challenging in the top positions of just about every weight class , with the exception of the heavyweight division .",noHate
"This judge is an idiot and a prime example of why the law gets what little respect it does these days , they will let anyone with an agenda and connections become a judge these days .",noHate
This guy is pretty cool going around and exposing fake SEALS .,noHate
some times Whites are forced to live around a lot of blacks .,hate
"Those solar lawn lights , you know whats inside that charges during the day so they run at night double a batteries .",noHate
If it takes double a batteries it will always run .,noHate
I would love to see a video of Somalis blown apart with a torpedo and see bodies and scrap metal fly hundreds of feet into the air .,hate
Changing the narrative a little .,noHate
"Still , a little bit of truth slipping out of an Israeli 's mouth Surprised this thread was moved as it 's all over the news here .",hate
I actually saw it .,noHate
"New York 's Old Pennsylvania Station , What a tragic loss , to promote Jewish `` Modern '' filth , no surprise !",hate
Boys and girls should n't wrestle each other .,noHate
The jew is attempting to make the condemned beg for the noose .,hate
Many of them are doing just as their masters desire .,hate
"Honestly, coming out with an ill thought out rant like this would see you dismissed as a crank in any meaningful debate .",noHate
"Hi Im tv free do n't have kids yet reading mending , sewing , menting board games radio study extra curricula actives Good on you for planning a FREE jewv existence",hate
Videos like this just make me go hmm .,noHate
Should I go for the .45 and knock em down or should I go 9mm hi cap since its like an infestation .,noHate
".457 round ball over an Ox Yoke Wonder Wad , over a 30gr Pyrodex pistol pellet , which is over 5-25 grains by volume of FFFg equivalent 777 ... fired by a #10 Remington Magnum percussion cap .",noHate
"#11 caps are useless on this particular gun , as you go around the cylinder at least one full revolution before they can actually seat fully and fire .",noHate
Best cap and ball revolver ever made .,noHate
Shoot a pre merger Thompson Center Hawken 50 .,noHate
"Not the best round by any means , but 2 or 3 50 grain Pyrodex pellets over 5 grains of FFFg 777 and a #11 cap gets the job done .",noHate
The .54 will flip a white tail over pretty handily ...,noHate
The `` big boy toy '' is an English built Moore and Harris caplock double in .69/12g.,noHate
"Revolver had been used all hunting season , shotgun was fresh out of sitting in attics/closets since the late 1800s or early 1900s .",noHate
"Shotgun 's original owner died in 1920 , President Davis ' personal military courier .",noHate
"We have his handwritten account of the Battle of Shiloh , where he was with the 4th Tennessee ...",noHate
Shame on you .,noHate
"The liberals are going to get their panties in a bunch , with people like you saying we must learn to defend ourselves .",hate
Typical Negro .,hate
"They laugh at whites who obey the law , bother to get married , women who are chaste .",hate
They only know how to destory our civilization .,hate
"Well, it 's a trick .",noHate
Israeli Minister `` We always use the anti-Semitism trick or bring up the Holocaust '' - YouTube,noHate
"When I die just put a monitor in my coffin running a never ending holocaust documentary , just to make sure I nevah fo-get !",hate
Maybe this should be a poll so we can democratically set his iq .,noHate
I would rather have a white person with a high school diploma from an all white high school teach a kid to read than a negro with a college degree not teach a kid to read even while getting paid to do so .,hate
It was not hard either .,noHate
Integrated public schools offer nothing but abuse for white children .,noHate
"I know the thing on ebay said its first edition so i guess so , its still sitting at 51 $ so i am hoping it stays there and ill just bid like crazy the last few minutes of the auction and hopefully get it .",noHate
"As long as you do n't do that , they ca n't accuse you of misusing company time , or creating a hostile work environment",noHate
Tomorrow you will accept it and the day after that you will embrace it .,noHate
Those you speak of are the very article which started this thread .,noHate
"The jews represent everything vile , deviant and unnatural , everything and anything that is an abomination to our Lord Jesus Christ , I hope he is burning with his father in hell .",hate
"Seriously, this guy is VERY primitive even for a Black .",hate
I 'd put him somewhere between the typical African and an ape .,hate
"Geesh , they 'd let a gorilla into UCLA for the sake of `` Diversity '' as long as it got a body wax .",hate
"The reason y i dropped out of school was because either , i drop out or i got kicked out. i always fought with the packi gang at my school. and i was never going to back down. in auto class i handed the n * igger a monkey wrench and told him the name suited him aswell. all the non-whites hated me because i wore a `` nazi punk '' and a `` white pride '' patch on my coat and backpack. a got in a fight with some black chick and i won. the next day her butchy sister caught up with me in the hall way and said that after school her and i where gonna fight. i told her `` no if u wanna fight , we 're gonna fight right here right now. not after school where u can gather the rest of u monkies up so it 's an uneven fight '' . she huffed and stormed away. - we neevr did get to fight the last straw was the first day of school i had a forgein substitute teacher. so i was talkin and and this guy was on my case about turning around and getting my work done. he had to ask me this a few times and then finially i stood up and said , `` look , i 'm white ur black , i should be telling u whut to do ! '' ohhh man , my guidance conslour did n't like that nor did my principal .... ( this was n't at school this happened a month or so ago but these people went to my school ) i had a n * igger try to rob me at knife point in the forest while his gf sat back and watched. my friend came by and jumped him and i personally went after the chick. she ran and i caught up to her and smashed her head into a tree. thats only some of my stories ....... i got a few more but i dont have the time",hate
If you do n't mind a silent film The Birth of a Nation is a must see .,noHate
I first shaved my head when I was 12 ( i 'm 19 now ) but I did it because I hate combing my hair .,noHate
Most white kids i know believe they are superior and they freak out whenever a black guy is fighting a white .,noHate
"When they get ridiculed because of their injury on the radio by a negro talk-show host who sings little songs about how sharks only eat White people , sure .",hate
It ca n't hurt .,noHate
http://www.usatoday.com/news/world/2...on-noses_x.htm,noHate
PM me !,noHate
Bbut they are creeping in slowly seeing more and more these days .,hate
"Negroids have a very different hair type then whites , black hair is referring to there hair type and how they manage/take care of it because its different then ours .",noHate
"but if you print it and get it into comic stores , you get a lot more coverage of the population , my oppinion .",noHate
If they do n't find a way to kick out the brown cloud that 's already there the Danish gene pool is lost .,hate
"I'm a WN from NJ , Ive been looking for others in NJ for awhile , where about in NJ are u ?",noHate
My AIM s/n is MetalGod178,noHate
Black people are the biggest pawns ever everyone uses them for crime they are always the fall guy.Italian mob uses them to do the dirty work the mexicans use them the japanese use them and the chinese.Now who should know whos name ?,hate
I did the whole rainbow inspired hair colors from ages 14 - 17 .,noHate
too bloody right mate hey dont get me wrong i use short cuts all the time but sometimes it jus goes 2 far,noHate
"quote: -------------------------------------------------------------------------------- Originally posted by Draco Nah G , Iz bee outta dat wigga sheot like a million mutha * * * * in years ago , nameen ?",noHate
Holla !,noHate
"I use AIM , Name : Hatey82K2 I am usually on each day , All the time on the weekends Soundtrack For This Song Provided By : Band Name : Song : Bully Boys Rage On This",noHate
Makes finding good employment a bit tougher than it should be .,noHate
I have a summer job all planed out and im goin to 10th next year .,noHate
Check out my video below and let me know what you guys think Cheers !,noHate
I would n't be surprised if the government took more taxes off our pay checks so that Trudeau could feed and house more rapeugees that are flooding our country .,hate
We have a couple of events coming up that are pretty close together so I 'll post them both here now . June 24th event July 1st event,noHate
There is a 911 section .,noHate
You could have made one for prophecies .,noHate
Were Whites to leave in large numbers leaving few Whites behind in South Africa the country would start going down hill and then maybe more Whites would begin to see what losers Negros are and how they cannot even maintain what is given to them .,hate
"I like to listen to this preacher , but why do black prreachers always have to scream .",hate
"I feel so sorry for all you people living there , wish you could all move here hopefully you do n't suffer like your neighbours in zimbabwe .",hate
"Arseniy Yatsenyuk approved as Ukraine 's new prime minister Arseniy Yatsenyuk , Ukraine 's new prime minister Published February 27 , 2014 / FoxNews.com Source : Arseniy Yatsenyuk approved as Ukraine 's new prime minister | Fox News",noHate
I Can tell you right now if a black mob is threatening my life and burning my town I 'm going to start shooting .,hate
These idiots are doing this to hasten Armageddon so they can get a free ride to heaven .,hate
"No , I 'm NOT kidding .....",noHate
Just shows the absurdity of Obamamania : an athletic white woman attacks one libtard to proclaim the holiness of another libtard who may be worse !,hate
2 Years of foreign language is mandatory to graduate from my school .,noHate
"Yeah, if msnbc would air videos like this they 'd get much higher ratings than the same ole negro grumblings .",hate
"http://youtube.com/watch ? v = gdYJjU-Nx6E The maker of this video may be Jewish , not sure , he has a big kosher-lookin nose .",hate
Just as soon as they repay for the generations of welfare their majestic peoples have consumed .,hate
"Yes, he has a red Firebird so the wigger 's parents thought he had promise just like all those fictional characters on t.v.",hate
It is n't enough that we support mesico now we have to support africa .,hate
"We know they cant swim , but they might not remember that in their lust for ' dat money ' .",hate
David Duke with Bruno Gollnisch !,noHate
And I would add to that one of the distinctive features of malls are the food courts where we can witness Americans and their eating disorders on display .,noHate
Also I agree it 's not fair to monkeys to compare them to black people .,hate
I've heard the name before but I too have no idea who she is .. one of the benefits of turning off the Talmudivision and watching very few modern movies,hate
"i have seen the autopsy report on emily they did not look for rape becouse they knew what they would find , they went just for the murder charge not rape and murder becouse they knew it would be to much for the public to take .",noHate
"Amazing how 5 young bucks can break in to a little girls home , beat the child half to death before killing her and we are expected to believe that they did n't take turns at her while before finally killing her ...",noHate
Yes the negroes have been busy the last few weeks but we have to expect it because nothing is being done to them when a crime is committed,hate
A public execution for these animals would go a LONG way to point to justice being done ; it would never bring the girl back ; but I guarantee it would send a message ............................,hate
God please bless with wisdom the judge and jury against this group of thugs that they all might be hanged .,hate
Amen .,noHate
"Also, 4 people break into a home and shoot and kill a 12 year old , and none of the major news outlets pick up the story ?",noHate
"Who knows , maybe what has reached the ears of the majority is just deliberate disinformation designed to create confusion , while their real agenda remains safely concealed .",noHate
"http://news.bbc.co.uk/2/hi/africa/6217719.stm There you have it folks , Nigeria is acting like one big ghetto queen squeezing out more baby negroes for a bigger handout from the government .",hate
It almost reads like something out of a science fiction novel .,noHate
Good for the lions .,noHate
And is it really too much to ask of you people to shut up about Christianity and Paganism and stick to the subject at hand ???,noHate
I have got to start challenging myself .,noHate
They're coming out of the woodwork to oppose white unity and White History Month .,hate
I looked at the discussion and it is obvious that we are outnumbered by non-whites and race traitors and follow the other followers types .,hate
Whites are the minority in the World .,noHate
I shall live by these 10 rules for the rest of my life as if they where the word of god .,noHate
"Another reason it might say so in the Census is because whites like me refused to fill out the census , to deliberately help skew it towards whinorities .",noHate
"None dare call it White genocide Forward this around to friends and family , spread the word : None dare call it White genocide",noHate
"They should make all know about this book his friends as that they know like are the things , we need that all the whites know like they are the things and the Jewish threat and negroid on our race .",hate
Here are a few of my favourites by Dr. Pierce !,noHate
On Set of Nickelodeon 's `` The Haunted Hathaways '' - YouTube 3 white women no father living in a house with three negro males .,noHate
"To all white patriots , watch ENDGAME ALEX JONES , OR ENDGAME from PRISON PLANET , and learn the agenda from the criminals Jewish bankers .",hate
"Holly Quick , age 16 , brutally raped and murdered by an apelike negro .",hate
He has two previous felony convictions for violent crimes .,noHate
Innocent whites including white children all murdered by heartless groid savages .,hate
"Ya know , if they can sell this stuff to White women , what CAN' T they sell them ? They could literally spread dog poop on a bun and charge $ 10 a sandwich ... I ca n't wait to see the commercials and watch some beauty like Sandra Bullock sink her teeth into it !!",noHate
I guess they just really wanted to make sure the lies sunk in .,noHate
Did anyone else see that Guinness Black Lager commercial ?,noHate
- `` Something about black '' and the old favorite `` Once you go black you never go back '',hate
"The cover art for this textbook made me laugh HARD , when I first saw it .",noHate
"Anybody with half a brain knows that 's it 's BS and how Negroes have n't done anything for the development of any society , let alone Europe .",hate
"But you must know that caucasians is not like blacks , they just animals and subhumans .",hate
YEA!,noHate
Well they have got to be more aware then the idiots we have over here absorbing all the bs with there little sponge brains .,hate
HZ why .,noHate
"The brutality of his crime and his lack of remorse made Jackson the `` model candidate for death in the gas house , '' one columnist wrote after his death sentence was upheld by the state 's highest court .",noHate
"http://www.latimes.com/news/local/la-me-death-penalty2-2010apr02,0,5824772.story * * * * * * * * Kevin Bautista , a 21-year-old black , was shot and killed Saturday , March 27 , According to an LAPD news release , Bautista was sitting in the passenger seat of his car about 6 : 15 p.m. `` when a man and woman drove up in a gray sedan and stopped at the southeast corner of 84th Street and Harvard Boulevard . ''",noHate
"Police allege the man , described as black and between 17 and 20 , got out of his car , walked back to where Bautista was sitting and shot him .",noHate
You mean like how there was no electricty or other public services except the post office and some roads during the Old Republic ?,noHate
"Our enemy has the sheep already , and they 're doing more to destroy us than many of these `` lions '' of ours are saving .",noHate
"This thread is for answering questions related to NS , that 's all .",noHate
TV 3 I think is controlled by Swedish Gentile Stenbeck family .,noHate
They always have anti-racism campaigns and multikulti propaganda .,noHate
Kanal 5 only shows American garbage shows and reality shows like `` Big Brother '' .,noHate
"Also , most Swedes at least get MTV and Eurosport .",noHate
How was that even happened ?,noHate
"I'm glad to hear about my brothers being ready to fight like that , lets just hope in the future these immigrants with no right will get something good enough so they 'll finally leave",hate
"I was wondering if there is any sort of interest among nordic nationalists or any organizations which promote the unification of Norway , Sweden , Denmark and Iceland ?",noHate
"I would like to finish this tree for posterity , so what about these terms ?",noHate
Compared to the stunningly beautiful white Swedish females she is just a barfy mixed breed dog .,hate
Her tainted feet have no place in Sweden .,hate
Translated : Worthless talk ?,noHate
"It is cool enough that you 're happy about your Nationality , it is not that this talk is about , so relax , comrade !!",noHate
This truly goes to show that non whites will follow whites anywhere .,hate
"They ca n't survive without us , but they do us nothing but harm .",hate
That is why I asked for I figured you would be eithre very wee or very not so wee .,noHate
Are you trying to kill me ?,noHate
"I have tears in my eyes from laughing so hard ... that was hilarious , Theoden .",noHate
THEY ARE NOT ODD !!!!,noHate
Perfectly normal and WHITE names Next try : Leida f Kulla m Alma f Ege m Ärta f Epp m Endla f Arno m Tiiu f Ikevald m Piibe f Reet m Rünno m Does Ikevald have any meaning ?,noHate
"They re more like a virus than human ; they get inside a country and they taint it with their sickness and pretty soon the whole country goes to hell while the government tries to ban video games because knife crime , rapes and mindless violence has skyrocketed .",hate
Im sure they all hear great things about Ireland and there more than welcome to come over here ...,noHate
"On a short holiday , Go back and do something about your own country and stop putting crap on our doorstep !",hate
"Hey, do you think we are going to get into a fight between European countries about who all are going to get those Guantanamo prisoners ?",noHate
Where are there Morals ?,noHate
Who do they actually think they are banning a celtic cross !!!,noHate
Everyone in Ireland has a duty to make life as difficult for blacks as possible if our children are too have any kind of future .,hate
Why dont we just put them in my spot and then drop a few bombs.I am serious they are making fools out of the Irish .,hate
They should be forced to wear the hijab to show that they are different from us .,hate
There should be no integration of immigrants with Irish culture .,hate
An Irish prison is like a luxury hotel where they come and thats even if they get sent to prison and thats if they get do n't flee the country and thats if they get caught doing the crime ... so crime does pay in Ireland .,hate
I would of never in a thousand years think that Ireland would allow nonwhites in there country they seemed to love there race alot .,noHate
I havent been in Mayo in around three years but back then it was one of the last good Irish places left .,noHate
I stayed in Ballina and saw almost no foreigners at all .,noHate
Has this situation changed that much ??,noHate
I do n't see why the gardai do n't just grab them and deport them none of them are entitled to be here,hate
It's really good to see that the people of Northern Ireland will not tolerate any $ hit or problems from foreigners .,noHate
I didnt know that bar was owned by a negro i will make sure i will never set foot in their again i was in their once !!!,hate
I 'm surprised to see it still active .,noHate
I hope then there are no hard feelings ???,noHate
"ive seen some very beautiful white women and nothing sickens me more than to see them pull up at the mall , grocery store , or gas station and think damn shes beautiful then to see her open the back door and walk in with an oreo baby kinda makes you wish it was still 1940 here in alabama 16",hate
Yea their is !,noHate
Quick .,noHate
These moslem filth hacked there heads off it took about 30 seconds !,hate
"""",noHate
"There is no moral or just law that says you can not defend yourself , your family/loved ones/home from an unperoked attack . '",noHate
